issue, project, bug_id, is_regression, regressed, reported, fixed, discovery_days, fixed_days
10157, skia, 305, 1, 20180901, 20180901, 20180919, 0, 18
10158, libssh, 9, 1, 20180901, 20180901, 20180902, 0, 1
10159, wget2, 13, 1, 20180901, 20180901, 20180902, 0, 1
10160, mupdf, 107, 1, 20180119, 20180901, 20180907, 225, 6
10161, envoy, 127, 1, 20180821, 20180901, 20200406, 11, 583
10162, wireshark, 161, 1, 20180901, 20180901, 20180905, 0, 4
10163, wget2, 14, 1, 20180901, 20180901, 20180902, 0, 1
10164, wget2, 15, 1, 20180901, 20180901, 20180902, 0, 1
10170, envoy, 128, 1, 20180901, 20180901, 20180908, 0, 7
10171, envoy, 129, 1, 20180901, 20180901, 20180908, 0, 7
10172, wireshark, 162, 1, 20180901, 20180901, 20180905, 0, 4
10174, llvm, 447, 1, 20171019, 20180901, , 317, 
10175, poppler, 131, 1, 20180830, 20180901, 20180901, 2, 0
10176, wget2, 16, 1, 20180901, 20180901, 20180902, 0, 1
10177, skia, 306, 1, 20180901, 20180901, 20181120, 0, 80
10178, envoy, 130, 1, 20180815, 20180901, 20200406, 17, 583
10183, freetype2, 212, 1, 20180724, 20180901, 20181123, 39, 83
10184, envoy, 131, 1, 20180901, 20180902, 20180908, 1, 6
10186, libaom, 58, 0, , 20180902, , , 
10187, libaom, 59, 0, , 20180902, 20180916, , 14
10189, libreoffice, 849, 1, 20180225, 20180902, 20180910, 189, 8
10190, gdal, 1116, 1, 20180830, 20180902, 20180903, 3, 1
10191, envoy, 132, 1, 20180901, 20180902, 20180908, 1, 6
10192, freetype2, 213, 1, 20180724, 20180902, 20181123, 40, 82
10194, poppler, 132, 1, 20180830, 20180902, 20180921, 3, 19
10195, libaom, 60, 1, 20180825, 20180902, 20180903, 8, 1
10196, freetype2, 214, 1, 20180714, 20180903, 20180905, 51, 2
10197, imagemagick, 1113, 1, 20180829, 20180903, 20180904, 5, 1
10198, libreoffice, 850, 1, 20180802, 20180903, 20180904, 32, 1
10200, libaom, 61, 1, 20180903, 20180903, 20180905, 0, 2
10202, imagemagick, 1114, 1, 20180903, 20180903, 20180904, 0, 1
10203, skia, 307, 1, 20180901, 20180903, 20180906, 2, 3
10204, libaom, 62, 1, 20180903, 20180903, 20180905, 0, 2
10205, poppler, 133, 1, 20180830, 20180903, 20180921, 4, 18
10206, imagemagick, 1115, 1, 20180630, 20180903, 20181226, 65, 114
10208, libaom, 63, 1, 20180903, 20180903, 20180905, 0, 2
10209, libaom, 64, 1, 20180903, 20180904, 20180905, 1, 1
10210, radare2, 18, 0, , 20180904, 20181025, , 51
10211, libaom, 65, 1, 20180903, 20180904, 20180905, 1, 1
10212, freetype2, 215, 1, 20180815, 20180904, 20180913, 20, 9
10213, envoy, 133, 1, 20180815, 20180904, 20190319, 20, 196
10214, libaom, 66, 1, 20180903, 20180904, 20180905, 1, 1
10215, freetype2, 216, 1, 20180813, 20180904, 20180911, 22, 7
10216, gnutls, 117, 1, 20180831, 20180904, 20180919, 4, 15
10218, libaom, 67, 1, 20180903, 20180904, 20180905, 1, 1
10221, envoy, 134, 1, 20180901, 20180904, 20180908, 3, 4
10222, radare2, 19, 1, 20180829, 20180904, 20180919, 6, 15
10224, gdal, 1117, 1, 20170514, 20180905, 20180906, 479, 1
10225, ffmpeg, 923, 1, 20180826, 20180905, 20180920, 10, 15
10226, gdal, 1118, 1, 20180125, 20180905, 20180909, 223, 4
10227, libaom, 68, 1, 20180905, 20180905, 20180907, 0, 2
10228, libreoffice, 851, 1, 20180811, 20180906, 20180911, 26, 5
10229, gnupg, 6, 1, 20180906, 20180906, 20180908, 0, 2
10230, gnupg, 7, 1, 20180906, 20180906, 20191127, 0, 447
10242, libaom, 69, 0, , 20180906, 20180918, , 12
10243, envoy, 135, 1, 20180813, 20180906, 20180916, 24, 10
10244, libaom, 70, 1, 20180905, 20180906, 20180907, 1, 1
10245, sqlite3, 85, 1, 20180907, 20180907, 20180908, 0, 1
10246, harfbuzz, 53, 1, 20180907, 20180907, 20180908, 0, 1
10247, mupdf, 108, 1, 20180228, 20180907, 20180908, 191, 1
10251, envoy, 136, 1, 20180901, 20180907, 20180911, 6, 4
10252, libaom, 71, 1, 20180907, 20180907, 20180915, 0, 8
10255, freetype2, 217, 1, 20180807, 20180907, 20180913, 31, 6
10257, grpc, 99, 1, 20180906, 20180908, 20191024, 2, 411
10258, graphicsmagick, 268, 1, 20180807, 20180908, 20180923, 32, 15
10259, libreoffice, 852, 1, 20180908, 20180908, 20180909, 0, 1
10260, envoy, 137, 1, 20180901, 20180908, 20181017, 7, 39
10261, ffmpeg, 924, 1, 20180826, 20180908, 20180920, 13, 12
10262, envoy, 138, 1, 20180908, 20180908, 20180911, 0, 3
10263, libreoffice, 853, 1, 20180908, 20180908, 20180909, 0, 1
10264, libreoffice, 854, 1, 20180908, 20180908, 20180909, 0, 1
10265, libreoffice, 855, 1, 20180908, 20180908, 20180909, 0, 1
10266, harfbuzz, 54, 1, 20180726, 20180908, 20181125, 44, 78
10268, libreoffice, 856, 1, 20180908, 20180909, 20180909, 1, 0
10269, glib, 17, 1, 20180830, 20180909, 20181013, 10, 34
10270, imagemagick, 1116, 1, 20180807, 20180909, 20180910, 33, 1
10271, libass, 30, 1, 20180807, 20180909, 20180926, 33, 17
10272, imagemagick, 1117, 1, 20180807, 20180909, 20181102, 33, 54
10274, curl, 46, 1, 20180906, 20180909, 20180910, 3, 1
10275, llvm, 448, 1, 20180909, 20180909, 20180910, 0, 1
10276, libreoffice, 857, 1, 20180908, 20180909, 20180909, 1, 0
10277, graphicsmagick, 269, 1, 20180909, 20180909, 20180910, 0, 1
10278, graphicsmagick, 270, 1, 20180831, 20180909, 20180910, 9, 1
10280, ffmpeg, 925, 1, 20180807, 20180909, 20181004, 33, 25
10283, graphicsmagick, 271, 1, 20180525, 20180909, 20180910, 107, 1
10286, glib, 18, 1, 20180810, 20180909, 20191026, 30, 412
10287, llvm, 449, 1, 20180908, 20180910, 20180911, 2, 1
10288, skia, 308, 1, 20180801, 20180910, 20190817, 40, 341
10289, gnupg, 8, 1, 20180906, 20180910, 20180914, 4, 4
10290, envoy, 139, 1, 20180901, 20180910, 20180911, 9, 1
10291, gdal, 1119, 1, 20171129, 20180910, 20180911, 285, 1
10293, skia, 309, 1, 20180906, 20180911, 20180911, 5, 0
10294, freetype2, 218, 1, 20180721, 20180911, 20181116, 52, 66
10295, imagemagick, 1118, 1, 20180815, 20180911, 20181203, 27, 83
10298, poppler, 134, 1, 20180830, 20180911, 20180921, 12, 10
10299, envoy, 140, 1, 20180901, 20180911, 20181017, 10, 36
10300, ffmpeg, 926, 1, 20171105, 20180911, 20181018, 310, 37
10301, libreoffice, 858, 1, 20180405, 20180911, 20180913, 159, 2
10303, tor, 17, 1, 20180911, 20180912, 20180913, 1, 1
10304, libxml2, 83, 1, 20180911, 20180912, 20180913, 1, 1
10305, skia, 310, 1, 20180911, 20180912, 20180918, 1, 6
10306, graphicsmagick, 272, 1, 20180720, 20180912, 20180916, 54, 4
10307, ffmpeg, 927, 1, 20180911, 20180912, 20181217, 1, 96
10308, imagemagick, 1119, 1, 20180807, 20180912, 20181007, 36, 25
10309, graphicsmagick, 273, 1, 20180525, 20180912, 20180913, 110, 1
10311, ffmpeg, 928, 1, 20180911, 20180912, 20181004, 1, 22
10312, xmlsec, 3, 1, 20180911, 20180913, 20180913, 2, 0
10313, ffmpeg, 929, 1, 20180807, 20180913, 20181128, 37, 76
10314, jsc, 121, 1, 20180622, 20180913, 20180928, 83, 15
10315, skia, 311, 1, 20180913, 20180913, 20180914, 0, 1
10316, freetype2, 219, 1, 20180913, 20180913, 20180914, 0, 1
10317, freetype2, 220, 1, 20180913, 20180913, 20180914, 0, 1
10318, skia, 312, 1, 20180913, 20180913, 20180914, 0, 1
10319, glib, 19, 1, 20180810, 20180913, 20181024, 34, 41
10320, skia, 313, 1, 20180913, 20180913, 20180914, 0, 1
10321, mupdf, 109, 1, 20180811, 20180913, 20180914, 33, 1
10322, openvswitch, 25, 1, 20180827, 20180913, 20181024, 17, 41
10323, skia, 314, 1, 20180913, 20180913, 20180914, 0, 1
10324, skia, 315, 1, 20180913, 20180913, 20180915, 0, 2
10325, ffmpeg, 930, 1, 20180911, 20180913, 20180927, 2, 14
10327, wireshark, 163, 1, 20180913, 20180913, 20180914, 0, 1
10328, unicorn, 1, 0, , 20180913, 20191006, , 388
10329, ffmpeg, 931, 1, 20180911, 20180913, 20181108, 2, 56
10330, llvm, 450, 1, 20171109, 20180913, 20180915, 308, 2
10331, unicorn, 2, 0, , 20180913, 20180917, , 4
10332, unicorn, 3, 0, , 20180913, 20180917, , 4
10333, unicorn, 4, 0, , 20180913, 20180917, , 4
10334, unicorn, 5, 0, , 20180913, 20191009, , 391
10335, unicorn, 6, 0, , 20180913, 20180917, , 4
10336, unicorn, 7, 0, , 20180913, 20180917, , 4
10337, unicorn, 8, 0, , 20180913, 20200111, , 485
10338, skia, 316, 1, 20180913, 20180914, 20181120, 1, 67
10339, skia, 317, 1, 20180913, 20180914, 20180915, 1, 1
10340, skia, 318, 1, 20180913, 20180914, 20180914, 1, 0
10341, harfbuzz, 55, 1, 20180914, 20180914, 20180915, 0, 1
10342, harfbuzz, 56, 1, 20180914, 20180914, 20180915, 0, 1
10343, llvm, 451, 1, 20180914, 20180914, 20181001, 0, 17
10345, harfbuzz, 57, 1, 20180914, 20180914, 20180915, 0, 1
10346, ffmpeg, 932, 1, 20170504, 20180914, 20180918, 498, 4
10347, libxml2, 84, 1, 20170215, 20180914, 20181121, 576, 68
10348, skia, 319, 1, 20180901, 20180914, 20180915, 13, 1
10352, skia, 320, 1, 20180913, 20180914, 20180915, 1, 1
10353, skia, 321, 1, 20180913, 20180914, 20180915, 1, 1
10354, skia, 322, 1, 20180913, 20180914, 20180915, 1, 1
10355, skia, 323, 1, 20180914, 20180914, 20181120, 0, 67
10356, harfbuzz, 58, 1, 20180914, 20180914, 20180915, 0, 1
10357, skia, 324, 1, 20180911, 20180914, 20180915, 3, 1
10358, envoy, 141, 1, 20180821, 20180914, 20180929, 24, 15
10359, poppler, 135, 0, , 20180914, 20180918, , 4
10360, skia, 325, 1, 20180913, 20180914, 20181120, 1, 67
10361, radare2, 20, 0, , 20180914, 20180915, , 1
10362, skia, 326, 1, 20180913, 20180914, 20180915, 1, 1
10363, skia, 327, 1, 20180913, 20180914, 20180915, 1, 1
10365, harfbuzz, 59, 1, 20180914, 20180915, 20180915, 1, 0
10366, skia, 328, 1, 20180913, 20180915, 20181120, 2, 66
10367, skia, 329, 1, 20180914, 20180915, 20180915, 1, 0
10368, skia, 330, 1, 20180913, 20180915, 20180915, 2, 0
10369, envoy, 142, 1, 20180915, 20180915, 20181005, 0, 20
10370, skia, 331, 1, 20180913, 20180915, 20181120, 2, 66
10371, llvm, 452, 0, , 20180915, , , 
10372, llvm, 453, 1, 20180915, 20180915, 20180918, 0, 3
10376, imagemagick, 1120, 1, 20180424, 20180915, 20180924, 144, 9
10377, radare2, 21, 0, , 20180915, 20181026, , 41
10378, skia, 332, 1, 20180914, 20180915, 20180925, 1, 10
10379, imagemagick, 1121, 1, 20180409, 20180915, , 159, 
10380, llvm, 454, 1, 20180627, 20180915, 20190202, 80, 140
10381, imagemagick, 1122, 1, 20180915, 20180915, 20180917, 0, 2
10382, skia, 333, 1, 20180911, 20180916, 20180918, 5, 2
10383, skia, 334, 1, 20180914, 20180916, 20180925, 2, 9
10384, libreoffice, 859, 1, 20180904, 20180916, 20180918, 12, 2
10385, ffmpeg, 933, 1, 20180807, 20180916, 20181012, 40, 26
10386, skia, 335, 1, 20180913, 20180916, 20181120, 3, 65
10387, skia, 336, 1, 20180914, 20180916, 20180925, 2, 9
10389, libaom, 72, 1, 20180916, 20180916, 20180928, 0, 12
10392, skia, 337, 1, 20180913, 20180916, 20180925, 3, 9
10393, ffmpeg, 934, 1, 20180807, 20180916, 20180924, 40, 8
10394, imagemagick, 1123, 1, 20180424, 20180916, , 145, 
10395, libreoffice, 860, 1, 20180811, 20180916, 20180918, 36, 2
10396, freetype2, 221, 1, 20180827, 20180917, 20180918, 21, 1
10397, skia, 338, 1, 20180914, 20180917, 20180925, 3, 8
10398, freetype2, 222, 1, 20180815, 20180917, 20181116, 33, 60
10399, skia, 339, 1, 20180911, 20180917, 20180918, 6, 1
10400, graphicsmagick, 274, 1, 20180512, 20180917, 20180921, 128, 4
10401, guetzli, 5, 1, 20180807, 20180917, 20190204, 41, 140
10403, radare2, 22, 0, , 20180917, 20180918, , 1
10406, libreoffice, 861, 1, 20180225, 20180917, 20181001, 204, 14
10407, imagemagick, 1124, 1, 20180807, 20180917, 20180930, 41, 13
10408, envoy, 143, 1, 20180908, 20180917, 20181017, 9, 30
10410, imagemagick, 1125, 1, 20180709, 20180917, 20180924, 70, 7
10411, gdal, 1120, 1, 20180304, 20180917, 20180923, 197, 6
10412, ots, 28, 1, 20180917, 20180917, 20180918, 0, 1
10415, zlib-ng, 8, 1, 20180918, 20180918, 20180919, 0, 1
10416, envoy, 144, 1, 20180813, 20180918, 20190607, 36, 262
10417, skia, 340, 1, 20180918, 20180918, 20180925, 0, 7
10418, poppler, 136, 1, 20180918, 20180918, 20180919, 0, 1
10419, unicorn, 9, 0, , 20180918, 20200105, , 474
10420, unicorn, 10, 0, , 20180918, 20180927, , 9
10421, unicorn, 11, 0, , 20180918, 20200105, , 474
10422, unicorn, 12, 0, , 20180918, 20200105, , 474
10423, libwebp, 20, 1, 20180918, 20180918, 20180920, 0, 2
10425, unicorn, 13, 0, , 20180918, 20200105, , 474
10426, unicorn, 14, 0, , 20180918, 20200105, , 474
10427, unicorn, 15, 0, , 20180918, 20200105, , 474
10428, unicorn, 16, 0, , 20180918, 20200105, , 474
10429, unicorn, 17, 0, , 20180918, 20200105, , 474
10430, unicorn, 18, 0, , 20180918, 20200105, , 474
10431, unicorn, 19, 0, , 20180918, 20200105, , 474
10433, keystone, 1, 0, , 20180918, 20180925, , 7
10434, keystone, 2, 0, , 20180918, , , 
10435, unicorn, 20, 0, , 20180918, 20200105, , 474
10436, unicorn, 21, 0, , 20180918, 20200105, , 474
10437, keystone, 3, 0, , 20180918, 20190208, , 143
10438, unicorn, 22, 0, , 20180918, 20180925, , 7
10441, keystone, 4, 0, , 20180918, 20190208, , 143
10444, unicorn, 23, 0, , 20180918, 20200105, , 474
10445, unicorn, 24, 1, 20180917, 20180918, 20200428, 1, 588
10446, keystone, 5, 0, , 20180918, , , 
10447, keystone, 6, 0, , 20180918, , , 
10448, keystone, 7, 0, , 20180918, , , 
10449, unicorn, 25, 0, , 20180918, 20200106, , 475
10450, skia, 341, 1, 20180918, 20180918, 20181003, 0, 15
10451, keystone, 8, 0, , 20180918, , , 
10452, unicorn, 26, 0, , 20180918, 20200106, , 475
10453, gdal, 1121, 1, 20180807, 20180918, 20180919, 42, 1
10454, ffmpeg, 935, 1, 20180911, 20180918, 20181004, 7, 16
10455, graphicsmagick, 275, 1, 20180525, 20180918, 20180921, 116, 3
10456, unicorn, 27, 0, , 20180918, 20200105, , 474
10457, unicorn, 28, 0, , 20180918, 20200106, , 475
10458, unicorn, 29, 0, , 20180918, 20200106, , 475
10459, unicorn, 30, 0, , 20180918, 20200523, , 613
10460, unicorn, 31, 0, , 20180918, 20200105, , 474
10476, keystone, 9, 0, , 20180919, 20181026, , 37
10479, keystone, 10, 0, , 20180919, 20181215, , 87
10480, keystone, 11, 0, , 20180919, 20181203, , 75
10481, skia, 342, 1, 20180918, 20180919, 20180925, 1, 6
10485, unicorn, 32, 0, , 20180919, 20191122, , 429
10486, libssh, 10, 1, 20180919, 20180919, 20180919, 0, 0
10487, radare2, 23, 1, 20180822, 20180919, 20180919, 28, 0
10488, skia, 343, 1, 20180914, 20180919, 20180928, 5, 9
10489, keystone, 12, 0, , 20180919, 20190208, , 142
10491, keystone, 13, 0, , 20180919, 20190208, , 142
10494, libssh, 11, 1, 20180919, 20180919, 20181017, 0, 28
10496, libssh, 12, 1, 20180919, 20180919, 20180919, 0, 0
10497, unicorn, 33, 0, , 20180919, 20200106, , 474
10498, unicorn, 34, 0, , 20180919, 20181130, , 72
10499, keystone, 14, 0, , 20180919, 20181107, , 49
10500, imagemagick, 1126, 1, 20180919, 20180919, 20180928, 0, 9
10501, imagemagick, 1127, 1, 20180807, 20180919, 20181023, 43, 34
10503, gdal, 1122, 1, 20180807, 20180919, 20190204, 43, 138
10508, poppler, 137, 1, 20180830, 20180919, 20180921, 20, 2
10509, imagemagick, 1128, 1, 20180919, 20180919, 20181014, 0, 25
10511, unicorn, 35, 0, , 20180919, 20200106, , 474
10512, unicorn, 36, 0, , 20180919, 20200106, , 474
10514, unicorn, 37, 0, , 20180919, 20200106, , 474
10515, unicorn, 38, 0, , 20180919, 20200106, , 474
10518, openvswitch, 26, 0, , 20180919, 20180923, , 4
10519, openvswitch, 27, 0, , 20180919, 20181009, , 20
10521, openvswitch, 28, 0, , 20180919, 20180923, , 4
10522, keystone, 15, 0, , 20180919, , , 
10523, libreoffice, 862, 1, 20180225, 20180919, 20180922, 206, 3
10524, keystone, 16, 0, , 20180919, , , 
10525, keystone, 17, 0, , 20180919, , , 
10526, libreoffice, 863, 1, 20180812, 20180919, 20180921, 38, 2
10528, envoy, 145, 1, 20180919, 20180920, 20180929, 1, 9
10529, keystone, 18, 0, , 20180920, 20181117, , 58
10530, envoy, 146, 1, 20180919, 20180920, 20180929, 1, 9
10531, envoy, 147, 1, 20180919, 20180920, 20180929, 1, 9
10532, keystone, 19, 0, , 20180920, , , 
10533, envoy, 148, 1, 20180919, 20180920, 20180929, 1, 9
10534, mupdf, 110, 1, 20180919, 20180920, 20180921, 1, 1
10535, keystone, 20, 0, , 20180920, 20180921, , 1
10537, envoy, 149, 1, 20180919, 20180920, 20180929, 1, 9
10541, zlib-ng, 9, 1, 20180919, 20180920, 20180921, 1, 1
10542, keystone, 21, 0, , 20180920, 20190208, , 141
10543, envoy, 150, 1, 20180919, 20180920, 20180929, 1, 9
10545, unicorn, 39, 0, , 20180920, 20200106, , 473
10546, envoy, 151, 1, 20180919, 20180920, 20180929, 1, 9
10547, openvswitch, 29, 0, , 20180920, 20180923, , 3
10550, freetype2, 223, 1, 20180813, 20180920, 20181003, 38, 13
10552, ots, 29, 1, 20180917, 20180920, 20190204, 3, 137
10553, keystone, 22, 1, 20180919, 20180920, 20180923, 1, 3
10554, ffmpeg, 936, 1, 20180918, 20180920, 20190204, 2, 137
10555, libaom, 73, 1, 20180907, 20180920, 20180921, 13, 1
10557, envoy, 152, 1, 20180919, 20180920, 20180929, 1, 9
10558, envoy, 153, 1, 20180919, 20180920, 20180929, 1, 9
10560, boost, 41, 1, 20180919, 20180920, 20180925, 1, 5
10561, envoy, 154, 1, 20180919, 20180920, 20180929, 1, 9
10562, keystone, 23, 0, , 20180920, 20191122, , 428
10563, envoy, 155, 1, 20180919, 20180920, 20180929, 1, 9
10564, re2, 12, 0, , 20180920, 20180918, , -2
10565, unicorn, 40, 0, , 20180920, 20200106, , 473
10567, skia, 344, 1, 20180901, 20180920, 20181017, 19, 27
10568, skia, 345, 1, 20180901, 20180920, 20181017, 19, 27
10569, skia, 346, 1, 20180901, 20180920, 20181013, 19, 23
10570, keystone, 24, 0, , 20180920, , , 
10571, keystone, 25, 0, , 20180920, 20180922, , 2
10572, keystone, 26, 0, , 20180920, 20200514, , 602
10573, imagemagick, 1129, 1, 20180807, 20180920, 20180926, 44, 6
10574, libaom, 74, 1, 20180921, 20180921, 20180922, 0, 1
10575, unicorn, 41, 0, , 20180921, 20200111, , 477
10576, radare2, 24, 1, 20180918, 20180921, 20181021, 3, 30
10578, unicorn, 42, 0, , 20180921, 20200211, , 508
10579, skia, 347, 1, 20180918, 20180921, 20180925, 3, 4
10580, envoy, 156, 1, 20180919, 20180921, 20180929, 2, 8
10581, keystone, 27, 0, , 20180921, , , 
10582, poppler, 138, 1, 20180830, 20180921, 20180923, 22, 2
10583, keystone, 28, 0, , 20180921, 20181019, , 28
10585, keystone, 29, 0, , 20180921, , , 
10586, unicorn, 43, 0, , 20180921, 20200106, , 472
10588, gdal, 1123, 1, 20180404, 20180921, 20180922, 170, 1
10592, boost, 42, 1, 20180919, 20180921, , 2, 
10593, sqlite3, 86, 1, 20180816, 20180921, 20180922, 36, 1
10594, unicorn, 44, 0, , 20180921, 20191122, , 427
10595, keystone, 30, 0, , 20180921, 20181103, , 43
10597, unicorn, 45, 0, , 20180921, 20200106, , 472
10598, unicorn, 46, 0, , 20180921, 20200111, , 477
10599, keystone, 31, 0, , 20180921, , , 
10600, imagemagick, 1130, 1, 20180921, 20180921, 20180924, 0, 3
10601, keystone, 32, 0, , 20180922, , , 
10602, unicorn, 47, 0, , 20180922, 20200211, , 507
10603, imagemagick, 1131, 1, 20180424, 20180922, 20181022, 151, 30
10604, open62541, 81, 1, 20180922, 20180922, 20180924, 0, 2
10605, keystone, 33, 0, , 20180922, , , 
10606, open62541, 82, 1, 20180922, 20180922, 20180924, 0, 2
10607, skia, 348, 1, 20180914, 20180922, 20180925, 8, 3
10608, open62541, 83, 1, 20180922, 20180922, 20180923, 0, 1
10609, sqlite3, 87, 1, 20180922, 20180922, 20180923, 0, 1
10610, libreoffice, 864, 1, 20180922, 20180922, 20180923, 0, 1
10612, skia, 349, 1, 20180922, 20180922, 20180925, 0, 3
10615, ffmpeg, 937, 1, 20180807, 20180922, 20181012, 46, 20
10617, skia, 350, 1, 20180919, 20180922, 20180925, 3, 3
10618, skia, 351, 1, 20180922, 20180922, 20180925, 0, 3
10619, skia, 352, 1, 20180922, 20180922, 20180925, 0, 3
10620, skia, 353, 1, 20180605, 20180922, 20180925, 109, 3
10621, unicorn, 48, 0, , 20180922, , , 
10622, skia, 354, 1, 20180922, 20180922, 20180925, 0, 3
10623, skia, 355, 1, 20180922, 20180923, 20180925, 1, 2
10624, open62541, 84, 1, 20180922, 20180923, 20180924, 1, 1
10625, ffmpeg, 938, 1, 20180312, 20180923, 20181025, 195, 32
10626, sqlite3, 88, 1, 20180325, 20180923, 20180924, 182, 1
10627, keystone, 34, 0, , 20180923, , , 
10628, botan, 29, 1, 20180923, 20180923, 20180924, 0, 1
10630, gdal, 1124, 1, 20180922, 20180923, 20180924, 1, 1
10631, llvm, 455, 1, 20171013, 20180923, 20190415, 345, 204
10632, poppler, 139, 0, , 20180923, 20180924, , 1
10633, ffmpeg, 939, 1, 20170529, 20180923, 20181018, 482, 25
10634, libwebp, 21, 1, 20180918, 20180923, 20180925, 5, 2
10635, libreoffice, 865, 1, 20180225, 20180923, 20181001, 210, 8
10636, skia, 356, 1, 20180919, 20180923, 20180925, 4, 2
10637, gdal, 1125, 1, 20180923, 20180923, 20180925, 0, 2
10639, gdal, 1126, 1, 20180922, 20180923, 20180924, 1, 1
10640, keystone, 35, 0, , 20180923, , , 
10641, envoy, 157, 1, 20180919, 20180924, 20180929, 5, 5
10642, keystone, 36, 0, , 20180924, , , 
10643, skia, 357, 1, 20180922, 20180924, 20180925, 2, 1
10644, keystone, 37, 0, , 20180924, 20200514, , 598
10645, grpc, 100, 1, 20170525, 20180924, , 487, 
10646, libaom, 75, 1, 20180907, 20180924, 20180926, 17, 2
10647, unicorn, 49, 0, , 20180924, , , 
10651, ffmpeg, 940, 1, 20180924, 20180924, 20181018, 0, 24
10652, ffmpeg, 941, 1, 20180924, 20180924, 20181018, 0, 24
10653, graphicsmagick, 276, 1, 20180720, 20180924, 20180927, 66, 3
10654, envoy, 158, 1, 20180919, 20180924, 20180929, 5, 5
10655, ffmpeg, 942, 1, 20180924, 20180924, 20181018, 0, 24
10657, envoy, 159, 1, 20180919, 20180924, 20180929, 5, 5
10658, gstreamer, 35, 0, , 20180924, , , 
10659, envoy, 160, 1, 20180919, 20180924, 20180929, 5, 5
10660, envoy, 161, 1, 20180919, 20180925, 20180929, 6, 4
10661, envoy, 162, 1, 20180919, 20180925, 20180929, 6, 4
10662, envoy, 163, 1, 20180911, 20180925, 20190307, 14, 163
10663, jsc, 122, 1, 20180921, 20180925, 20180925, 4, 0
10665, curl, 47, 1, 20180925, 20180925, 20180929, 0, 4
10666, keystone, 38, 0, , 20180925, , , 
10667, skia, 358, 1, 20180914, 20180925, 20180927, 11, 2
10668, keystone, 39, 0, , 20180925, 20181003, , 8
10669, curl, 48, 1, 20180925, 20180925, 20180930, 0, 5
10671, strongswan, 22, 1, 20180925, 20180925, 20181001, 0, 6
10672, strongswan, 23, 1, 20180925, 20180925, 20181001, 0, 6
10673, keystone, 40, 0, , 20180925, 20180926, , 1
10674, unicorn, 50, 0, , 20180925, 20200111, , 473
10675, strongswan, 24, 1, 20180925, 20180925, 20181001, 0, 6
10676, open62541, 85, 1, 20180922, 20180925, 20181008, 3, 13
10677, graphicsmagick, 277, 0, , 20180925, 20180930, , 5
10680, unicorn, 51, 0, , 20180926, 20200105, , 466
10681, boost, 43, 1, 20180919, 20180926, 20181014, 7, 18
10683, libreoffice, 866, 1, 20180926, 20180926, 20180929, 0, 3
10685, ffmpeg, 943, 1, 20180825, 20180926, 20181103, 32, 38
10686, llvm, 456, 1, 20171109, 20180926, 20181007, 321, 11
10687, open62541, 86, 1, 20180829, 20180926, 20181118, 28, 53
10689, skia, 359, 1, 20180913, 20180926, 20180928, 13, 2
10690, imagemagick, 1132, 1, 20180919, 20180926, 20181014, 7, 18
10691, strongswan, 25, 1, 20180925, 20180926, 20181001, 1, 5
10693, unicorn, 52, 0, , 20180927, 20200106, , 466
10694, imagemagick, 1133, 1, 20180808, 20180927, 20181010, 50, 13
10695, imagemagick, 1134, 1, 20180401, 20180927, 20181006, 179, 9
10696, libreoffice, 867, 1, 20180926, 20180927, 20180929, 1, 2
10697, envoy, 164, 1, 20180927, 20180927, 20180929, 0, 2
10698, skia, 360, 1, 20180913, 20180927, 20180928, 14, 1
10699, keystone, 41, 0, , 20180927, , , 
10700, libwebp, 22, 1, 20180918, 20180927, 20181005, 9, 8
10702, ffmpeg, 944, 1, 20180807, 20180927, 20181105, 51, 39
10703, ffmpeg, 945, 1, 20180807, 20180927, 20181007, 51, 10
10705, libaom, 76, 1, 20180622, 20180928, 20180928, 98, 0
10707, gdal, 1127, 1, 20180304, 20180928, 20180928, 208, 0
10708, ffmpeg, 946, 1, 20180807, 20180928, 20181128, 52, 61
10709, ffmpeg, 947, 1, 20180807, 20180928, 20190204, 52, 129
10710, openvswitch, 30, 1, 20180928, 20180928, 20181002, 0, 4
10714, openvswitch, 31, 1, 20180928, 20180928, 20181011, 0, 13
10715, open62541, 87, 1, 20180928, 20180928, 20180929, 0, 1
10717, keystone, 42, 0, , 20180928, 20181203, , 66
10718, unicorn, 53, 0, , 20180928, 20200106, , 465
10719, proj4, 115, 1, 20171218, 20180928, 20180930, 284, 2
10721, skia, 361, 1, 20180914, 20180928, 20181120, 14, 53
10723, libaom, 77, 1, 20180928, 20180929, 20181002, 1, 3
10724, harfbuzz, 60, 1, 20180929, 20180929, 20181001, 0, 2
10725, skia, 362, 1, 20180927, 20180929, 20181107, 2, 39
10726, ffmpeg, 948, 1, 20180911, 20180929, 20181017, 18, 18
10728, curl, 49, 1, 20180925, 20180929, 20180930, 4, 1
10729, llvm, 457, 1, 20171019, 20180929, 20181004, 345, 5
10730, openvswitch, 32, 1, 20180928, 20180929, 20181009, 1, 10
10731, openvswitch, 33, 1, 20180928, 20180929, 20181012, 1, 13
10734, systemd, 25, 1, 20180929, 20180929, 20181112, 0, 44
10737, envoy, 165, 1, 20180919, 20180929, 20181002, 10, 3
10738, boost, 44, 1, 20180927, 20180929, 20181007, 2, 8
10740, freetype2, 224, 1, 20180830, 20180930, 20181003, 31, 3
